Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
1927	:	1762196943.186	    40.486	0	0	0	0	conjuge -vI user
1864	:	1762196934.654	    49.152	0	0	0	0	conjuge -vI teinter
1865	:	1762196934.665	    49.229	0	0	0	0	conjuge -vI 'télécharger'
1932	:	1762196944.965	    39.049	0	0	0	0	conjuge -vI valider
1854	:	1762196932.622	    51.667	0	0	0	0	conjuge -vI taper
1926	:	1762196943.181	    41.184	0	0	0	0	conjuge -vI uriner
1886	:	1762196938.102	    46.575	0	0	0	0	conjuge -vI tonner
1954	:	1762196948.771	    35.990	0	0	0	0	conjuge -vI vieillir
1859	:	1762196933.768	    50.996	0	0	0	0	conjuge -vI tarir
1933	:	1762196945.361	    39.884	0	0	0	0	conjuge -vI valoir
1937	:	1762196945.931	    39.713	0	0	0	0	conjuge -vI varier
1944	:	1762196947.191	    38.526	0	0	0	0	conjuge -vI venir
1853	:	1762196932.468	    53.407	0	0	0	0	conjuge -vI tanner
1947	:	1762196947.631	    38.414	0	0	0	0	conjuge -vI 'vérifier'
1860	:	1762196934.293	    51.789	0	0	0	0	conjuge -vI tasser
1941	:	1762196946.597	    39.524	0	0	0	0	conjuge -vI vendre
1936	:	1762196945.657	    40.483	0	0	0	0	conjuge -vI vaquer
1943	:	1762196946.930	    39.534	0	0	0	0	conjuge -vI venger
1939	:	1762196946.385	    40.131	0	0	0	0	conjuge -vI veiller
1884	:	1762196937.447	    49.713	0	0	0	0	conjuge -vI tomer
1968	:	1762196950.654	    36.516	0	0	0	0	conjuge -vI vomir
1919	:	1762196942.714	    44.776	0	0	0	0	conjuge -vI trouer
1652	:	1762196893.750	    93.762	0	0	0	0	conjuge -vI repousser
1872	:	1762196935.892	    51.891	0	0	0	0	conjuge -vI ternir
1882	:	1762196937.267	    51.384	0	0	0	0	conjuge -vI 'tolérer'
1950	:	1762196947.946	    40.888	0	0	0	0	conjuge -vI verser
1905	:	1762196940.823	    48.186	0	0	0	0	conjuge -vI 'transparaître'
1856	:	1762196933.270	    56.056	0	0	0	0	conjuge -vI taquiner
1912	:	1762196942.218	    47.159	0	0	0	0	conjuge -vI tricher
1951	:	1762196948.105	    41.572	0	0	0	0	conjuge -vI 'vêtir'
1879	:	1762196936.974	    53.235	0	0	0	0	conjuge -vI titiller
1955	:	1762196949.111	    41.152	0	0	0	0	conjuge -vI viner
1956	:	1762196949.206	    41.087	0	0	0	0	conjuge -vI violer
1965	:	1762196950.284	    40.768	0	0	0	0	conjuge -vI voir
1893	:	1762196939.235	    51.865	0	0	0	0	conjuge -vI tracasser
1917	:	1762196942.584	    48.609	0	0	0	0	conjuge -vI trotter
1963	:	1762196949.973	    41.230	0	0	0	0	conjuge -vI voguer
1913	:	1762196942.244	    48.965	0	0	0	0	conjuge -vI tricoter
1962	:	1762196949.933	    41.527	0	0	0	0	conjuge -vI vivre
1910	:	1762196942.046	    49.483	0	0	0	0	conjuge -vI tremper
1972	:	1762196951.045	    40.597	0	0	0	0	conjuge -vI 'voûter'
1915	:	1762196942.532	    49.189	0	0	0	0	conjuge -vI tripoter
1960	:	1762196949.790	    41.940	0	0	0	0	conjuge -vI visiter
1966	:	1762196950.404	    41.407	0	0	0	0	conjuge -vI voler
1961	:	1762196949.805	    42.023	0	0	0	0	conjuge -vI visser
1876	:	1762196936.771	    55.196	0	0	0	0	conjuge -vI 'tiédir'
1974	:	1762196951.821	    40.197	0	0	0	0	conjuge -vI voyager
1897	:	1762196939.998	    52.294	0	0	0	0	conjuge -vI 'traîner'
1967	:	1762196950.429	    41.958	0	0	0	0	conjuge -vI voleter
1929	:	1762196943.467	    48.938	0	0	0	0	conjuge -vI vagir
1973	:	1762196951.552	    41.375	0	0	0	0	conjuge -vI vouvoyer
1971	:	1762196951.004	    41.965	0	0	0	0	conjuge -vI vouloir
1778	:	1762196919.848	    73.138	0	0	0	0	conjuge -vI soigner
1935	:	1762196945.518	    49.351	0	0	0	0	conjuge -vI vanter
1918	:	1762196942.672	    52.733	0	0	0	0	conjuge -vI troubler
1873	:	1762196935.958	    60.105	0	0	0	0	conjuge -vI tester
1945	:	1762196947.279	    50.080	0	0	0	0	conjuge -vI venter
1946	:	1762196947.542	    50.289	0	0	0	0	conjuge -vI verdir
1938	:	1762196946.289	    51.984	0	0	0	0	conjuge -vI vaser
1949	:	1762196947.704	    50.654	0	0	0	0	conjuge -vI verrouiller
1940	:	1762196946.547	    51.992	0	0	0	0	conjuge -vI 'vêler'
1925	:	1762196943.153	    55.425	0	0	0	0	conjuge -vI urger
1895	:	1762196939.445	    59.526	0	0	0	0	conjuge -vI traduire
1942	:	1762196946.787	    52.847	0	0	0	0	conjuge -vI 'vénérer'
1969	:	1762196950.873	    49.184	0	0	0	0	conjuge -vI voter
1970	:	1762196950.981	    49.654	0	0	0	0	conjuge -vI vouer
1934	:	1762196945.454	    55.220	0	0	0	0	conjuge -vI vanner
1953	:	1762196948.691	    52.210	0	0	0	0	conjuge -vI vider
1958	:	1762196949.628	    52.391	0	0	0	0	conjuge -vI viser
1964	:	1762196950.258	    51.919	0	0	0	0	conjuge -vI voiler
1948	:	1762196947.675	    55.046	0	0	0	0	conjuge -vI vernir
1959	:	1762196949.721	    54.124	0	0	0	0	conjuge -vI visionner
1976	:	1762196952.601	    52.970	0	0	0	0	conjuge -vI 'zézayer'
1952	:	1762196948.127	    57.460	0	0	0	0	conjuge -vI vexer
1975	:	1762196952.265	    53.844	0	0	0	0	conjuge -vI zapper
1957	:	1762196949.471	    57.095	0	0	0	0	conjuge -vI virer
